㩆|jiu4|3
㩇|huo4|3
㩈|yun3|3
㩉|da2|3
㩊|xuan1|3
㩋|xiao1|3
㩌|fei4|3
㩍|ce4|3
㩎|ye4|3
㩐|den4|3
㩒|qin2|3
㩓|hui3|3
㩔|tun2|3
㩖|qiang2|3
㩗|xi2|3
㩘|ni3|3
㩙|sai1|3
㩚|meng2|3
㩛|tuan2|3
㩜|lan3|3
㩝|hao2|3
㩞|ci4|3
㩟|zhai4|3
㩠|ao1|3
㩡|luo3|3
㩢|mie4|3
㩤|fu1|3
㩦|xie2|3
㩧|bo2|3
㩨|hui4|3
㩩|qing3|3
㩪|xie2|3
㩭|bo2|3
㩮|qian2|3
㩯|po2|3
㩰|jiao3|3
㩱|jue2|3
㩲|kun3|3
㩳|song3|3
㩴|ju2|3
㩵|e4|3
㩶|nie4|3
㩷|qian1|3
㩸|die2|3
㩹|die2|3
㩻|qi1|3
㩼|zhi1|3
㩽|qi2|3
㩾|zhui4|3
㩿|ku1|3
㪀|yu2|3
㪁|qin2|3
㪂|ku1|3
㪃|he2|3
㪄|fu2|3
㪆|di3|3
㪇|xian4|3
㪈|gui4|3
㪉|he2|3
㪊|qun2|3
㪋|han4|3
㪌|tong3|3
㪍|bo2|3
㪎|shan3|3
㪏|bi3|3
㪐|lu4|3
㪑|ye4|3
